ticker,calendarDate,accumulatedOtherComprehensiveIncome,assets,assetsCurrent,assetsNonCurrent,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital,change_leverage,change_curr_ratio,change_shares,change_gross_margin
CSC,2016-12-31,-286000000,8302000000,3048000000.0,5254000000.0,13.513,-56000000,1111000000,1111000000,1347000000,37000000,1.148,3.205,2923000000,706000000.0,2217000000.0,2923000000,763000000,164000000,0,0.008,0.14,77000000,241000000,0.126,241000000,77000000,44000000,0.22,0.21,0.22,1906000000,1906000000,11678188965.0,-124.0,20.56,507000000,3.595,1,570000000,0.297,3564000000,33000000,3894000000,0,0,0.0,0.0,6108000000,2656000000.0,3452000000.0,9866188965.0,57000000,0,5000000,-288000000,-20000000,-304000000,-104000000,0,563000000,-98000000,31000000,31000000,31000000,0,6000000,0.016,495000000,75000000,367000000,0.636,5.176,-104.959,-104.403,917000000,0,69.95,1.311,1.311,1627000000,-3000000.0,1917000000,1917000000,0,21000000,333000000,1.0,141046304,141046304,,13.591,4738000000,293000000,13000000,380000000,33.592,392000000.0,-377000000,-0.0830000000000001,231151,0.0249999999999999
CSCO,2019-12-31,-700000000,90426000000,40053000000.0,50373000000.0,8.376,-62000000,8475000000,8475000000,4241000000,2878000000,1.813,1.545,15993000000,1499000000.0,14494000000.0,15993000000,18686000000,457000000,0,0.03,0.35,3692000000,4149000000,0.346,4149000000,3692000000,3534000000,0.68,0.68,0.68,35533000000,35533000000,205100606701.0,13.0,11.957,3738000000,0.881,1,7764000000,0.647,35518000000,158000000,40338000000,1353000000,18587000000,18587000000.0,0.0,54893000000,22088000000.0,32805000000.0,197582606701.0,-114000000,0,-775000000,-2500000000,-1486000000,-4757000000,843000000,915000000,3800000000,0,2878000000,2878000000,2878000000,0,0,0.24,4384000000,3380000000,1935000000,0.515,5.561,17.874,17.988,2621000000,0,46.59,3.833,3.834,13914000000,-4384000000.0,12005000000,12005000000,1570000000,384000000,2734000000,1.0,4240880161,4242000000,4260000000.0,2.83,54908000000,3896000000,656000000,9046000000,12.944,17965000000.0,-2504000000,0.1169999999999999,-1382409,0.004
CSX,2020-03-31,-672000000,38834000000,3821000000.0,35013000000.0,15.399,-346000000,1995000000,1995000000,1677000000,770000000,1.728,2.267,16732000000,255000000.0,16477000000.0,16732000000,0,344000000,0,0.016,0.26,1200000000,1544000000,0.541,1544000000,1200000000,1013000000,1.0,1.0,1.0,11888000000,11888000000,61790188504.0,12.0,9.694,832000000,1.078,1,1178000000,0.413,0,187000000,51360000000,257000000,2388000000,487000000.0,1901000000.0,26946000000,2211000000.0,24735000000.0,47053188504.0,1037000000,0,-577000000,500000000,-201000000,-285000000,144000000,510000000,1178000000,0,770000000,770000000,770000000,0,0,0.27,0,1178000000,1058000000,0.26,3.958,14.403,14.812,32711000000,0,61.47,3.995,4.029,1008000000,11412000000.0,2855000000,2855000000,0,0,0,1.0,765465894,772000000,773000000.0,3.698,38834000000,0,243000000,7260000000,50.303,1610000000.0,494000000,0.2039999999999999,-8359671,0.0209999999999999
CTAS,2020-03-31,-94814000,7901980000,2497706000.0,5404274000.0,31.949,-63212000,234441000,234441000,986253000,234520000,2.342,1.377,2909993000,243843000.0,2666150000.0,2909993000,0,96163000,0,0.014,0.0,314999000,411162000,0.227,411162000,314999000,289056000,2.23,2.16,2.23,3324309000,3324309000,21451410951.0,17.0,13.028,299986000,2.883,1,824395000,0.455,3338848000,25943000,6172038000,352924000,212798000,0.0,212798000.0,4577671000,1066646000.0,3511025000.0,18775858951.0,7906000,-41268000,15760000,0,-268042000,-250300000,-104807000,-340000,363198000,-185000,234520000,234520000,234520000,0,0,0.13,509743000,314652000,243248000,0.0,5.648,19.608,19.808,1600035000,0,180.45,2.586,2.586,942853000,7151838000.0,1810648000,1810648000,0,27030000,509743000,1.0,104050202,104050202,,17.402,4563132000,23485000,54536000,423677000,43.855,1431060000.0,-3244000,0.4220000000000001,299404,-0.007
CTL,2019-12-31,-2680000000,64742000000,4768000000.0,59974000000.0,12.554,-901000000,1717000000,1717000000,2521000000,223000000,0.657,3.806,36452000000,2716000000.0,33736000000.0,36452000000,804000000,1210000000,0,0.083,0.25,833000000,2043000000,0.367,2043000000,833000000,349000000,0.21,0.21,0.21,13470000000,13470000000,47885751542.0,-17.0,22.978,1008000000,0.939,1,3049000000,0.547,31101000000,484000000,61118000000,0,0,0.0,0.0,51272000000,7258000000.0,44014000000.0,13150751542.0,286000000,0,0,-429000000,-271000000,-724000000,-899000000,0,1909000000,0,223000000,223000000,223000000,0,0,0.04,2202000000,847000000,1724000000,1.19,0.976,-2.496,-2.453,27765000000,0,12.07,0.587,0.577,2259000000,-6814000000.0,5570000000,5570000000,0,48000000,992000000,1.0,1089540310,1073001000,1073001000.0,5.191,33641000000,0,126000000,3229000000,31.352,-2490000000.0,-443000000,-0.0389999999999999,-688790,0.009
CTSH,2019-12-31,-38000000,16204000000,7611000000.0,8593000000.0,20.15,-93000000,2645000000,2645000000,2749000000,395000000,2.551,0.47,1685000000,240000000.0,1445000000.0,1685000000,336000000,133000000,0,0.012,0.2,575000000,708000000,0.165,708000000,575000000,569000000,0.73,0.72,0.73,11022000000,11022000000,36577750793.0,15.0,12.044,845000000,1.545,1,1535000000,0.358,5020000000,6000000,7241000000,0,796000000,779000000.0,17000000.0,5182000000,2983000000.0,2199000000.0,37537750793.0,302000000,-239000000,-131000000,-12000000,-110000000,-253000000,-375000000,-43000000,938000000,-8000000,395000000,395000000,395000000,0,0,0.092,909000000,626000000,239000000,0.274,3.406,20.379,20.733,2235000000,0,68.42,2.237,2.279,3256000000,11022000000.0,4284000000,4284000000,0,45000000,560000000,1.0,548637106,547000000,551000000.0,7.832,11184000000,585000000,174000000,513000000,20.446,4628000000.0,9000000,0.0190000000000001,1071284,-0.011
CTXS,2019-12-31,-5127000,4388926000,1512732000.0,2876194000.0,6.426,-13001000,545761000,545761000,119177000,207113000,0.827,4.24,952308000,0.0,952308000.0,952308000,1795791000,1029000,0,0.011,0.35,184789000,185818000,0.229,185818000,184789000,175959000,1.59,1.55,1.59,837656000,837656000,15337913997.0,28.0,20.589,193050000,1.481,1,690646000,0.853,1906886000,8830000,1060000000,15898000,59695000,43055000.0,16640000.0,3551270000,1828587000.0,1722683000.0,14931366997.0,51927000,0,-99949000,0,-45723000,-160091000,3712000,17076000,206051000,2255000,207113000,207113000,207113000,0,0,0.256,505285000,185361000,84538000,0.22,17.825,21.9,23.422,438048000,0,122.03,4.96,5.304,720359000,4660145000.0,809823000,809823000,128165000,76369000,366676000,1.0,122358166,130352000,133089000.0,6.213,2482040000,361814000,-31154000,319427000,19.041,-315855000.0,-11428000,0.0869999999999999,-7861676,0.026
CVC,2016-03-31,-40582000,6732386000,1836861000.0,4895525000.0,-17.826,-148500000,933457000,933457000,810961000,94311000,0.877,-2.393,9548076000,1037519000.0,8510557000.0,9548076000,67272000,212453000,0,0.009,0.0,305645000,518098000,0.316,518098000,305645000,157163000,0.35,0.34,0.35,-4832549000,-4832549000,18167230426.0,18.0,9.804,4054000,0.015,1,829796000,0.506,2348777000,148482000,10904215000,0,0,0.0,0.0,11565269000,2094013000.0,9471256000.0,9552611426.0,-69822000,0,-27804000,-21478000,-4066000,-53348000,-148028000,472000,152554000,0,94377000,94377000,94377000,0,-66000,0.058,578541000,251255000,483113000,0.0,-1.977,42.42,41.155,2957893000,0,34.57,1.462,1.434,263045000,-3965034000.0,1640757000,1640757000,0,14522000,365051000,1.0,276326625,271092000,279013000.0,6.052,4383609000,0,62786000,0,16.17,-257152000.0,-86342000,0.02,-333015,-0.005
CVH,2013-03-31,53757000,8955277000,3053929000.0,5901348000.0,35.891,-15871000,1531678000,1531678000,2746136000,135369000,1.429,0.852,1585312000,0.0,1585312000.0,1585312000,150999000,37631000,0,0.01,0.125,246498000,284129000,0.081,284129000,246498000,221916000,1.01,1.0,1.01,4836003000,4836003000,6759631656.0,8.0,6.871,206354000,1.532,1,774099000,0.22,2893606000,24582000,3977819000,0,2834036000,120745000.0,2713291000.0,4119274000,2137486000.0,1981788000.0,6705997656.0,132516000,0,3733000,0,-16815000,-12517000,-77192000,-61321000,222225000,0,135369000,135369000,135369000,0,0,0.038,557931000,216168000,509930000,0.124,1.387,14.846,14.901,261668000,0,49.77,0.481,0.481,1206027000,4720114000.0,3520235000,3520235000,0,0,520300000,1.0,134739756,134739756,,26.126,6061671000,0,86547000,0,44.988,916443000.0,122000,0.02,135187,-0.003
CVS,2019-12-31,1019000000,222449000000,50302000000.0,172147000000.0,48.975,-567000000,5683000000,5683000000,55198000000,1744000000,0.944,2.478,89002000000,5377000000.0,83625000000.0,89002000000,0,0,2991000000,0.028,0.5,3071000000,3071000000,0.046,3071000000,3071000000,2337000000,1.34,1.33,1.34,63864000000,63864000000,176396876362.0,15.0,14.657,2067000000,1.585,1,11691000000,0.175,112870000000,734000000,139595000000,17516000000,19687000000,2373000000.0,17314000000.0,158279000000,53303000000.0,104976000000.0,93077876362.0,485000000,-83000000,27000000,-778000000,-651000000,-1440000000,-709000000,-85000000,2634000000,0,1747000000,1747000000,1747000000,0,-3000000,0.026,8654000000,3037000000,10492000000,0.373,1.457,14.03,13.994,32904000000,0,71.37,0.362,0.362,19617000000,45108000000.0,66889000000,66889000000,0,0,8654000000,1.0,1304159680,1304000000,1311000000.0,51.295,109579000000,0,590000000,7294000000,84.033,-3001000000.0,-676000000,0.0269999999999999,3195673,-0.003
CVX,2019-12-31,-4990000000,237428000000,28329000000.0,209099000000.0,76.737,-2347000000,5686000000,5686000000,26649000000,-6667000000,1.068,0.639,26973000000,3282000000.0,23691000000.0,26973000000,0,16429000000,0,0.044,2.48,-8170000000,8259000000,0.227,8259000000,-8170000000,-8348000000,-3.51,-3.48,-3.51,144213000000,144213000000,227655652445.0,35.0,6.389,3310000000,1.761,1,9701000000,0.267,4463000000,178000000,227722000000,5848000000,38751000000,63000000.0,38688000000.0,92220000000,26530000000.0,65690000000.0,206368652445.0,-5909000000,-275000000,-1090000000,-5951000000,-2228000000,-9271000000,-2622000000,0,5657000000,327000000,-6610000000,-6610000000,-6610000000,0,-57000000,-0.182,17928000000,-8227000000,14103000000,-0.707,1.431,70.578,70.845,150494000000,0,109.81,1.409,1.409,14836000000,174945000000.0,36350000000,36350000000,272000000,0,1129000000,1.0,1879324765,1879324765,,19.342,232965000000,0,-1738000000,16244000000,123.962,1799000000.0,-5878000000,-0.056,-11547423,-0.006
D,2019-12-31,-1793000000,103823000000,6088000000.0,97735000000.0,38.179,-1731000000,166000000,166000000,2449000000,1010000000,0.613,2.181,37897000000,4073000000.0,33824000000.0,37897000000,0,742000000,0,0.047,1.857,1553000000,2295000000,0.513,2295000000,1553000000,1152000000,1.24,1.23,1.24,31994000000,31994000000,103245865408.0,30.0,15.985,-236000000,-0.282,1,2026000000,0.453,9737000000,401000000,121878000000,1742000000,8217000000,0.0,8217000000.0,69790000000,9939000000.0,59851000000.0,65514865409.0,-171000000,-22000000,713000000,-2954000000,-759000000,-204000000,-1462000000,-9000000,1495000000,0,1009000000,1009000000,1009000000,0,1000000,0.225,805000000,1221000000,1115000000,1.498,2.048,48.244,47.096,69082000000,0,78.18,3.953,3.953,2645000000,7576000000.0,4475000000,4475000000,0,0,0,1.0,838000325,838000325,,5.34,94086000000,0,143000000,6277000000,112.274,-3851000000.0,-3376000000,0.0989999999999999,14906944,-0.0339999999999999
DD,2019-12-31,-1416000000,69396000000,9999000000.0,59397000000.0,55.343,-381000000,1540000000,1540000000,3408000000,188000000,1.198,0.679,17447000000,3830000000.0,13617000000.0,17447000000,0,533000000,0,1.543,0.3,349000000,882000000,0.169,882000000,349000000,174000000,0.24,0.24,0.24,40987000000,40987000000,55294223371.0,42.0,12.285,197000000,0.266,1,1796000000,0.345,46744000000,175000000,30213000000,4319000000,1260000000,0.0,1260000000.0,27840000000,8346000000.0,19494000000.0,39387223371.0,-570000000,-131000000,-280000000,-142000000,-222000000,-653000000,-506000000,6000000,578000000,11000000,176000000,176000000,176000000,3000000,12000000,0.034,1384000000,412000000,2934000000,1.25,0.961,79.091,79.507,10143000000,0,53.27,1.831,1.848,3834000000,-8400000000.0,5204000000,5204000000,231000000,0,650000000,1.0,739388462,740600000,740600000.0,7.027,22652000000,236000000,-2000000,3754000000,30.586,1653000000.0,-138000000,-0.417,-1418255,-0.004
DE,2019-12-31,-5329000000,71821000000,,,38.041,-362000000,3602000000,3602000000,5077000000,518000000,,5.021,44899000000,,,44899000000,0,538000000,0,0.018,0.76,903000000,1441000000,0.189,1441000000,903000000,567000000,1.65,1.63,1.65,11926000000,11926000000,93646450233.0,17.0,12.499,-870000000,-2.775,1,2554000000,0.335,4294000000,336000000,108824000000,6482000000,5304000000,,,59877000000,,,52349450233.0,-246000000,0,-61000000,-422000000,-242000000,-763000000,1026000000,1345000000,-508000000,-1000000,517000000,517000000,517000000,0,1000000,0.068,1649000000,905000000,8777000000,0.461,4.39,16.002,16.096,13404000000,0,166.92,1.346,1.345,34059000000,30129000000.0,7631000000,7631000000,425000000,19000000,809000000,1.0,313619999,313500000,317200000.0,24.341,67527000000,1414000000,50000000,491000000,215.397,,-435000000,,344244,0.016
DELL,2019-12-31,-709000000,118861000000,36868000000.0,81993000000.0,-2.129,-700000000,9302000000,9302000000,16348000000,416000000,0.703,-73.111,52056000000,7737000000.0,44319000000.0,52056000000,27800000000,1535000000,0,0.0,0.0,709000000,2244000000,0.093,2244000000,709000000,83000000,0.54,0.53,0.54,-1574000000,-1574000000,74211210390.0,43.0,9.451,2808000000,3.797,1,7684000000,0.32,59798000000,626000000,49361000000,3281000000,864000000,0.0,864000000.0,115077000000,52456000000.0,62621000000.0,31457210390.0,810000000,-26000000,658000000,-344000000,0,-2004000000,-704000000,9000000,3508000000,10000000,408000000,408000000,408000000,0,8000000,0.017,6967000000,717000000,20065000000,0.0,-19.986,6.815,6.668,6055000000,0,42.54,0.341,0.341,22227000000,-16891000000.0,24032000000,24032000000,1325000000,376000000,5642000000,1.0,739473681,739473681,,32.499,59063000000,0,-325000000,0,79.872,-15588000000.0,-335000000,-0.006,9737942,0.008
DF,2019-03-31,-96479000,2442300000,935262000.0,1507038000.0,2.673,-24590000,22573000,22573000,1421681000,-61827000,1.22,8.936,1341821000,96827000.0,1244994000.0,1341821000,0,37773000,0,0.122,0.0,-44530000,-6757000,-0.004,-6757000,-44530000,-63530000,-0.67,-0.67,-0.67,244655000,244655000,1477047214.0,-4.0,-6.762,-96636000,-1.056,1,373753000,0.208,198382000,19000000,2796377000,290376000,0,0.0,0.0,2186154000,766789000.0,1419365000.0,157799214.0,-1603000,0,-376000,95437000,0,95033000,-24590000,0,-72046000,0,-61574000,-61574000,-61574000,0,-253000,-0.034,420279000,-46526000,669962000,0.0,0.645,-0.406,-0.405,1308656000,0,1.72,0.021,0.021,577239000,-322490000.0,1795434000,1795434000,0,1895000,410797000,1.0,91743729,91526266,91526266.0,19.617,2243918000,0,-1956000,7619000,24.517,168473000.0,435477000,-0.082,294837,0.0089999999999999
DFS,2020-03-31,134000000,112657000000,,,31.554,-59000000,11211000000,11211000000,0,-61000000,,10.656,26098000000,,,26098000000,0,123000000,73418000000,0.04,0.0,-95000000,28000000,0.026,28000000,-95000000,-95000000,-0.25,-0.25,-0.25,9665000000,9665000000,28048744345.0,10.0,8.657,1621000000,5.292,1,1081000000,1.0,410000000,0,127134000000,0,96832000000,,,102992000000,,,13161744345.0,4247000000,0,-341000000,-14000000,-138000000,170000000,2397000000,2456000000,1680000000,0,-78000000,-78000000,-78000000,0,17000000,-0.072,1159000000,-78000000,0,0.0,1.362,6.2,6.423,1070000000,0,42.97,1.789,1.789,0,19175000000.0,1081000000,1081000000,0,0,1159000000,1.0,306300776,306300776,,3.529,112247000000,0,-17000000,0,366.46,,397000000,,-2036862,0.0
DG,2019-12-31,-3135000,22825084000,5177868000.0,17647216000.0,26.455,-266344000,240320000,240320000,4884879000,535437000,1.14,2.405,11696481000,965360000.0,10731121000.0,11696481000,0,132426000,0,0.009,0.32,720875000,853301000,0.119,853301000,720875000,695308000,2.11,2.1,2.11,6702500000,6702500000,47483768616.0,21.0,16.916,310544000,1.226,1,2272763000,0.318,5538595000,25567000,24199090000,4676848000,0,0.0,0.0,16122584000,4543560000.0,11579024000.0,36027607616.0,-35756000,0,-413668000,148160000,-80792000,-346300000,-266344000,0,576888000,0,535437000,535437000,535437000,0,0,0.075,1551888000,720875000,2860682000,0.152,5.375,21.037,21.407,12074542000,0,143.0,1.298,1.322,0,3162660000.0,7157642000,7157642000,0,12984000,1551888000,1.0,251941312,253358000,255146000.0,28.251,17286489000,76537000,159871000,683589000,68.229,634308000.0,304009000,0.0149999999999999,-2658825,0.023
DGX,2019-12-31,-39000000,12843000000,2490000000.0,10353000000.0,42.269,-81000000,1192000000,1192000000,1264000000,265000000,1.251,1.269,5328000000,949000000.0,4379000000.0,5328000000,0,82000000,0,0.019,0.53,367000000,449000000,0.233,449000000,367000000,325000000,1.88,1.86,1.88,5641000000,5641000000,19195069873.0,15.0,11.93,267000000,2.001,1,662000000,0.344,7740000000,42000000,7249000000,123000000,482000000,0.0,482000000.0,7156000000,1990000000.0,5166000000.0,15059069873.0,758000000,-2000000,-179000000,796000000,-71000000,510000000,-100000000,-17000000,348000000,0,253000000,253000000,253000000,0,12000000,0.131,299000000,363000000,1041000000,0.282,2.67,17.551,17.742,1971000000,0,112.84,1.949,1.949,1063000000,8174000000.0,1926000000,1926000000,0,12000000,349000000,1.0,133455068,133455068,,14.432,5103000000,0,72000000,0,38.238,500000000.0,783000000,0.3659999999999999,-1242018,-0.01
DHI,2020-03-31,0,17130000000,,,28.589,-12400000,1537300000,1537300000,3450800000,484000000,,0.612,4306600000,,,4306600000,0,19800000,0,0.013,0.175,620000000,639800000,0.142,639800000,620000000,620000000,1.32,1.3,1.32,10458000000,10458000000,20419060676.0,8.0,8.141,-293700000,-0.803,1,1049200000,0.233,163500000,0,19735800000,12224500000,1379400000,,,6395200000,,,17649760676.0,-58600000,-4400000,-188500000,512900000,-64100000,239500000,-16800000,0,-281300000,0,482700000,482700000,482700000,0,1300000,0.107,438300000,610900000,707000000,0.133,1.688,9.318,9.464,589700000,0,48.55,0.956,0.962,0,8425400000.0,4500000000,4500000000,0,21300000,466800000,1.0,363537810,365800000,370100000.0,12.302,16966500000,149500000,137300000,0,46.382,,523300000,,-2825913,0.0
DHR,2019-12-31,-3068300000,62081600000,25596600000.0,36485000000.0,42.283,-118400000,19912300000,19912300000,1257400000,1269200000,5.19,1.051,21729100000,212400000.0,21516700000.0,21729100000,0,202600000,0,0.004,0.17,1465400000,1668000000,0.588,1668000000,1465400000,1427000000,1.75,1.73,1.75,30270600000,30270600000,113395759729.0,28.0,21.894,992800000,1.387,1,1579900000,0.557,32462200000,38400000,26504100000,1628300000,0,0.0,0.0,31799700000,4932100000.0,26867600000.0,111578959729.0,5660200000,-200000,15100000,5143300000,-141700000,4755400000,-266100000,-75500000,1111200000,59700000,1275100000,1255500000,1255500000,-575900000,-5900000,0.442,752900000,827000000,1514400000,0.097,3.686,37.955,38.993,2302000000,19600000,160.26,6.23,6.397,3191400000,24166300000.0,2837300000,2837300000,174500000,28800000,578400000,1.0,696237113,715900000,726400000.0,3.963,29619400000,0,151900000,0,41.374,20664500000.0,4124300000,1.7600000000000002,-22044061,-0.001
DIS,2019-12-31,-6533000000,200948000000,27776000000.0,173172000000.0,49.727,-1338000000,6833000000,6833000000,13016000000,2147000000,0.798,1.183,48075000000,10018000000.0,38057000000.0,48075000000,5024000000,1298000000,0,0.012,0.88,2849000000,4147000000,0.199,4147000000,2849000000,2566000000,1.17,1.16,1.17,89757000000,89757000000,302543134801.0,21.0,15.805,273000000,0.151,1,7842000000,0.376,129522000000,283000000,77871000000,1571000000,3312000000,0.0,3312000000.0,106175000000,34797000000.0,71378000000.0,261301134801.0,1419000000,0,126000000,1177000000,0,1117000000,-1350000000,0,1611000000,41000000,2107000000,2107000000,2107000000,26000000,40000000,0.101,5151000000,2691000000,19755000000,0.752,2.911,25.191,23.457,31895000000,0,144.73,3.478,3.477,17100000000,43202000000.0,20858000000,20858000000,0,115000000,3703000000,1.0,1805438643,1805000000,1817000000.0,11.556,71426000000,0,459000000,8364000000,39.571,-7021000000.0,1089000000,-0.0989999999999999,3040354,-0.005
DISCA,2019-12-31,-822000000,33735000000,5217000000.0,28518000000.0,18.698,-100000000,1552000000,1552000000,1037000000,511000000,1.611,2.201,15419000000,609000000.0,14810000000.0,15419000000,489000000,333000000,0,0.0,0.0,690000000,1023000000,0.356,1023000000,690000000,528000000,0.68,0.67,0.68,9891000000,9891000000,27655813837.0,10.0,6.626,1132000000,2.14,1,1837000000,0.639,25425000000,162000000,18938000000,0,568000000,0.0,568000000.0,21769000000,3239000000.0,18530000000.0,13788813837.0,739000000,-44000000,-326000000,-19000000,0,-365000000,-147000000,0,1232000000,19000000,476000000,476000000,476000000,0,35000000,0.166,1132000000,705000000,463000000,0.0,1.394,6.664,9.128,951000000,0,26.47,1.237,1.257,2633000000,7333000000.0,2874000000,2874000000,0,60000000,793000000,1.0,520922321,529000000,702000000.0,5.433,8310000000,0,52000000,1691000000,15.709,1978000000.0,51000000,0.0909999999999999,-4394061,-0.02
DLTR,2019-12-31,-39800000,19574600000,4269400000.0,15305200000.0,26.413,-251500000,586000000,586000000,4354800000,123000000,1.204,2.13,10031000000,1529300000.0,8501700000.0,10031000000,0,179100000,0,0.0,0.0,248700000,427800000,0.068,427800000,248700000,209500000,0.52,0.52,0.52,6254800000,6254800000,26227784302.0,21.0,13.759,603800000,2.55,1,1960500000,0.31,5083300000,39200000,20389800000,3522000000,0,0.0,0.0,13319800000,3546500000.0,9773300000.0,16782784302.0,105700000,0,2900000,-500000000,0,-497800000,-251500000,0,855300000,-300000,123000000,123000000,123000000,0,0,0.019,1711100000,249400000,1336500000,0.0,2.683,20.294,20.307,10106800000,0,70.87,0.711,0.711,0,3837800000.0,6315300000,6315300000,0,61400000,1711100000,1.0,236810841,236810841,,26.668,14491300000,24400000,86500000,1076300000,61.194,722900000.0,-77800000,0.1099999999999998,148535,0.013
DNB,2018-09-30,-1006200000,1931400000,504700000.0,1426700000.0,-20.078,-14500000,228200000,228200000,142200000,50200000,0.634,-3.573,1332500000,18500000.0,1314000000.0,1332500000,516100000,22600000,0,0.015,0.522,79900000,102500000,0.252,102500000,79900000,66300000,1.35,1.35,1.35,-744900000,-744900000,6380278318.0,14.0,11.737,58200000,1.569,1,265100000,0.651,1201600000,13600000,1037500000,0,0,0.0,0.0,2661500000,796600000.0,1864900000.0,5275978318.0,28700000,0,0,-4600000,-19400000,-24200000,-15000000,500000,72700000,-4800000,50200000,50200000,50200000,0,0,0.123,182900000,82200000,35000000,0.387,-7.083,22.615,22.554,31900000,0,142.09,2.944,2.942,230300000,3243700000.0,407300000,407300000,0,4300000,158200000,1.0,37131243,37100000,37300000.0,10.978,729800000,42100000,16100000,13900000,19.671,-291900000.0,-4300000,0.023,5753,-0.033
